Plugin ID,CVE,CVSS v2.0 Base Score,Risk,Host,Protocol,Port,Name,Synopsis,Description,Solution,See Also,Plugin Output
"159106","CVE-2022-22668","9.3","Critical","192.168.1.126","tcp","0","macOS 12.x < 12.3 (HT213183)","The remote host is missing a macOS security update.","The remote host is running a version of macOS / Mac OS X that is 12.x prior to 12.3 Monterey. It is, therefore,
affected by multiple vulnerabilities, including the following:
  
  - A use after free issue was addressed with improved memory management. Successful exploitation could 
  result in arbitrary code execution with kernel privileges (CVE-2022-22614). 

  - A logic issue was addressed with improved state management. Successful exploitation could result in
  privilege escalation (CVE-2022-22632).

  - A null pointer dereference was addressed with improved validation. Successful exploitation could 
  result in a denial of service condition. (CVE-2022-22638).

Note that Nessus has not tested for this issue but has instead relied only on the operating system's self-reported
version number.","Upgrade to macOS 12.3 or later.","https://support.apple.com/en-gb/HT213183","
  Installed version : 12.0.1
  Fixed version     : macOS Monterey 12.3
"
"159106","CVE-2022-22669","9.3","Critical","192.168.1.126","tcp","0","macOS 12.x < 12.3 (HT213183)","The remote host is missing a macOS security update.","The remote host is running a version of macOS / Mac OS X that is 12.x prior to 12.3 Monterey. It is, therefore,
affected by multiple vulnerabilities, including the following:
  
  - A use after free issue was addressed with improved memory management. Successful exploitation could 
  result in arbitrary code execution with kernel privileges (CVE-2022-22614). 

  - A logic issue was addressed with improved state management. Successful exploitation could result in
  privilege escalation (CVE-2022-22632).

  - A null pointer dereference was addressed with improved validation. Successful exploitation could 
  result in a denial of service condition. (CVE-2022-22638).

Note that Nessus has not tested for this issue but has instead relied only on the operating system's self-reported
version number.","Upgrade to macOS 12.3 or later.","https://support.apple.com/en-gb/HT213183","
  Installed version : 12.0.1
  Fixed version     : macOS Monterey 12.3
"
"159571","CVE-2022-22674","9.3","High","192.168.1.126","tcp","0","macOS 12.x < 12.3.1 (HT213220)","The remote host is missing a macOS or Mac OS X security update or supplemental update that fixes multiple
vulnerabilities","The remote host is running a version of macOS / Mac OS X that is 12.x prior to 12.3.1 Monterey. It is, therefore, 
affected by multiple vulnerabilities :

  - An out-of-bounds read issue may lead to the disclosure of kernel memory and was addressed with improved input 
    validation. (CVE-2022-22674)

  - An out-of-bounds write issue was addressed with improved bounds checking. (CVE-2022-22675)

Note that Nessus has not tested for this issue but has instead relied only on the operating system's self-reported
version number.","Upgrade to macOS 12.3.1 or later.","https://support.apple.com/en-gb/HT213220","
  Installed version : 12.0.1
  Fixed version     : macOS Monterey 12.3.1
"
"159571","CVE-2022-22675","9.3","High","192.168.1.126","tcp","0","macOS 12.x < 12.3.1 (HT213220)","The remote host is missing a macOS or Mac OS X security update or supplemental update that fixes multiple
vulnerabilities","The remote host is running a version of macOS / Mac OS X that is 12.x prior to 12.3.1 Monterey. It is, therefore, 
affected by multiple vulnerabilities :

  - An out-of-bounds read issue may lead to the disclosure of kernel memory and was addressed with improved input 
    validation. (CVE-2022-22674)

  - An out-of-bounds write issue was addressed with improved bounds checking. (CVE-2022-22675)

Note that Nessus has not tested for this issue but has instead relied only on the operating system's self-reported
version number.","Upgrade to macOS 12.3.1 or later.","https://support.apple.com/en-gb/HT213220","
  Installed version : 12.0.1
  Fixed version     : macOS Monterey 12.3.1
"
"161410","CVE-2018-25032","9.3","Critical","192.168.1.126","tcp","0","macOS 12.x < 12.4 (HT213257)","The remote host is missing a macOS or Mac OS X security update or supplemental update that fixes multiple
vulnerabilities","The remote host is running a version of macOS / Mac OS X that is 12.x prior to 12.4 Monterey. It is, therefore, 
affected by multiple vulnerabilities :

  - Exploitation of this vulnerability may lead to memory corruption issue. (CVE-2018-25032)

  - A carefully crafted request body can cause a buffer overflow in the mod_lua multipart parser. (CVE-2021-44790)

  - Exploitation of this vulnerability may lead to arbitrary code execution. (CVE-2021-45444)

Note that Nessus has not tested for this issue but has instead relied only on the operating system's self-reported
version number.","Upgrade to macOS 12.4 or later.","https://support.apple.com/en-gb/HT213257","
  Installed version : 12.0.1
  Fixed version     : macOS Monterey 12.4
"
"161410","CVE-2021-44224","9.3","Critical","192.168.1.126","tcp","0","macOS 12.x < 12.4 (HT213257)","The remote host is missing a macOS or Mac OS X security update or supplemental update that fixes multiple
vulnerabilities","The remote host is running a version of macOS / Mac OS X that is 12.x prior to 12.4 Monterey. It is, therefore, 
affected by multiple vulnerabilities :

  - Exploitation of this vulnerability may lead to memory corruption issue. (CVE-2018-25032)

  - A carefully crafted request body can cause a buffer overflow in the mod_lua multipart parser. (CVE-2021-44790)

  - Exploitation of this vulnerability may lead to arbitrary code execution. (CVE-2021-45444)

Note that Nessus has not tested for this issue but has instead relied only on the operating system's self-reported
version number.","Upgrade to macOS 12.4 or later.","https://support.apple.com/en-gb/HT213257","
  Installed version : 12.0.1
  Fixed version     : macOS Monterey 12.4
"
"161410","CVE-2021-44790","9.3","Critical","192.168.1.126","tcp","0","macOS 12.x < 12.4 (HT213257)","The remote host is missing a macOS or Mac OS X security update or supplemental update that fixes multiple
vulnerabilities","The remote host is running a version of macOS / Mac OS X that is 12.x prior to 12.4 Monterey. It is, therefore, 
affected by multiple vulnerabilities :

  - Exploitation of this vulnerability may lead to memory corruption issue. (CVE-2018-25032)

  - A carefully crafted request body can cause a buffer overflow in the mod_lua multipart parser. (CVE-2021-44790)

  - Exploitation of this vulnerability may lead to arbitrary code execution. (CVE-2021-45444)

Note that Nessus has not tested for this issue but has instead relied only on the operating system's self-reported
version number.","Upgrade to macOS 12.4 or later.","https://support.apple.com/en-gb/HT213257","
  Installed version : 12.0.1
  Fixed version     : macOS Monterey 12.4
"
"161410","CVE-2021-45444","9.3","Critical","192.168.1.126","tcp","0","macOS 12.x < 12.4 (HT213257)","The remote host is missing a macOS or Mac OS X security update or supplemental update that fixes multiple
vulnerabilities","The remote host is running a version of macOS / Mac OS X that is 12.x prior to 12.4 Monterey. It is, therefore, 
affected by multiple vulnerabilities :

  - Exploitation of this vulnerability may lead to memory corruption issue. (CVE-2018-25032)

  - A carefully crafted request body can cause a buffer overflow in the mod_lua multipart parser. (CVE-2021-44790)

  - Exploitation of this vulnerability may lead to arbitrary code execution. (CVE-2021-45444)

Note that Nessus has not tested for this issue but has instead relied only on the operating system's self-reported
version number.","Upgrade to macOS 12.4 or later.","https://support.apple.com/en-gb/HT213257","
  Installed version : 12.0.1
  Fixed version     : macOS Monterey 12.4
"
"161410","CVE-2022-0530","9.3","Critical","192.168.1.126","tcp","0","macOS 12.x < 12.4 (HT213257)","The remote host is missing a macOS or Mac OS X security update or supplemental update that fixes multiple
vulnerabilities","The remote host is running a version of macOS / Mac OS X that is 12.x prior to 12.4 Monterey. It is, therefore, 
affected by multiple vulnerabilities :

  - Exploitation of this vulnerability may lead to memory corruption issue. (CVE-2018-25032)

  - A carefully crafted request body can cause a buffer overflow in the mod_lua multipart parser. (CVE-2021-44790)

  - Exploitation of this vulnerability may lead to arbitrary code execution. (CVE-2021-45444)

Note that Nessus has not tested for this issue but has instead relied only on the operating system's self-reported
version number.","Upgrade to macOS 12.4 or later.","https://support.apple.com/en-gb/HT213257","
  Installed version : 12.0.1
  Fixed version     : macOS Monterey 12.4
"
"161410","CVE-2022-0778","9.3","Critical","192.168.1.126","tcp","0","macOS 12.x < 12.4 (HT213257)","The remote host is missing a macOS or Mac OS X security update or supplemental update that fixes multiple
vulnerabilities","The remote host is running a version of macOS / Mac OS X that is 12.x prior to 12.4 Monterey. It is, therefore, 
affected by multiple vulnerabilities :

  - Exploitation of this vulnerability may lead to memory corruption issue. (CVE-2018-25032)

  - A carefully crafted request body can cause a buffer overflow in the mod_lua multipart parser. (CVE-2021-44790)

  - Exploitation of this vulnerability may lead to arbitrary code execution. (CVE-2021-45444)

Note that Nessus has not tested for this issue but has instead relied only on the operating system's self-reported
version number.","Upgrade to macOS 12.4 or later.","https://support.apple.com/en-gb/HT213257","
  Installed version : 12.0.1
  Fixed version     : macOS Monterey 12.4
"
"161410","CVE-2022-22677","9.3","Critical","192.168.1.126","tcp","0","macOS 12.x < 12.4 (HT213257)","The remote host is missing a macOS or Mac OS X security update or supplemental update that fixes multiple
vulnerabilities","The remote host is running a version of macOS / Mac OS X that is 12.x prior to 12.4 Monterey. It is, therefore, 
affected by multiple vulnerabilities :

  - Exploitation of this vulnerability may lead to memory corruption issue. (CVE-2018-25032)

  - A carefully crafted request body can cause a buffer overflow in the mod_lua multipart parser. (CVE-2021-44790)

  - Exploitation of this vulnerability may lead to arbitrary code execution. (CVE-2021-45444)

Note that Nessus has not tested for this issue but has instead relied only on the operating system's self-reported
version number.","Upgrade to macOS 12.4 or later.","https://support.apple.com/en-gb/HT213257","
  Installed version : 12.0.1
  Fixed version     : macOS Monterey 12.4
"
"161410","CVE-2022-22719","9.3","Critical","192.168.1.126","tcp","0","macOS 12.x < 12.4 (HT213257)","The remote host is missing a macOS or Mac OS X security update or supplemental update that fixes multiple
vulnerabilities","The remote host is running a version of macOS / Mac OS X that is 12.x prior to 12.4 Monterey. It is, therefore, 
affected by multiple vulnerabilities :

  - Exploitation of this vulnerability may lead to memory corruption issue. (CVE-2018-25032)

  - A carefully crafted request body can cause a buffer overflow in the mod_lua multipart parser. (CVE-2021-44790)

  - Exploitation of this vulnerability may lead to arbitrary code execution. (CVE-2021-45444)

Note that Nessus has not tested for this issue but has instead relied only on the operating system's self-reported
version number.","Upgrade to macOS 12.4 or later.","https://support.apple.com/en-gb/HT213257","
  Installed version : 12.0.1
  Fixed version     : macOS Monterey 12.4
"
"161410","CVE-2022-22720","9.3","Critical","192.168.1.126","tcp","0","macOS 12.x < 12.4 (HT213257)","The remote host is missing a macOS or Mac OS X security update or supplemental update that fixes multiple
vulnerabilities","The remote host is running a version of macOS / Mac OS X that is 12.x prior to 12.4 Monterey. It is, therefore, 
affected by multiple vulnerabilities :

  - Exploitation of this vulnerability may lead to memory corruption issue. (CVE-2018-25032)

  - A carefully crafted request body can cause a buffer overflow in the mod_lua multipart parser. (CVE-2021-44790)

  - Exploitation of this vulnerability may lead to arbitrary code execution. (CVE-2021-45444)

Note that Nessus has not tested for this issue but has instead relied only on the operating system's self-reported
version number.","Upgrade to macOS 12.4 or later.","https://support.apple.com/en-gb/HT213257","
  Installed version : 12.0.1
  Fixed version     : macOS Monterey 12.4
"
"161410","CVE-2022-22721","9.3","Critical","192.168.1.126","tcp","0","macOS 12.x < 12.4 (HT213257)","The remote host is missing a macOS or Mac OS X security update or supplemental update that fixes multiple
vulnerabilities","The remote host is running a version of macOS / Mac OS X that is 12.x prior to 12.4 Monterey. It is, therefore, 
affected by multiple vulnerabilities :

  - Exploitation of this vulnerability may lead to memory corruption issue. (CVE-2018-25032)

  - A carefully crafted request body can cause a buffer overflow in the mod_lua multipart parser. (CVE-2021-44790)

  - Exploitation of this vulnerability may lead to arbitrary code execution. (CVE-2021-45444)

Note that Nessus has not tested for this issue but has instead relied only on the operating system's self-reported
version number.","Upgrade to macOS 12.4 or later.","https://support.apple.com/en-gb/HT213257","
  Installed version : 12.0.1
  Fixed version     : macOS Monterey 12.4
"
"161410","CVE-2022-23308","9.3","Critical","192.168.1.126","tcp","0","macOS 12.x < 12.4 (HT213257)","The remote host is missing a macOS or Mac OS X security update or supplemental update that fixes multiple
vulnerabilities","The remote host is running a version of macOS / Mac OS X that is 12.x prior to 12.4 Monterey. It is, therefore, 
affected by multiple vulnerabilities :

  - Exploitation of this vulnerability may lead to memory corruption issue. (CVE-2018-25032)

  - A carefully crafted request body can cause a buffer overflow in the mod_lua multipart parser. (CVE-2021-44790)

  - Exploitation of this vulnerability may lead to arbitrary code execution. (CVE-2021-45444)

Note that Nessus has not tested for this issue but has instead relied only on the operating system's self-reported
version number.","Upgrade to macOS 12.4 or later.","https://support.apple.com/en-gb/HT213257","
  Installed version : 12.0.1
  Fixed version     : macOS Monterey 12.4
"
"161410","CVE-2022-26693","9.3","Critical","192.168.1.126","tcp","0","macOS 12.x < 12.4 (HT213257)","The remote host is missing a macOS or Mac OS X security update or supplemental update that fixes multiple
vulnerabilities","The remote host is running a version of macOS / Mac OS X that is 12.x prior to 12.4 Monterey. It is, therefore, 
affected by multiple vulnerabilities :

  - Exploitation of this vulnerability may lead to memory corruption issue. (CVE-2018-25032)

  - A carefully crafted request body can cause a buffer overflow in the mod_lua multipart parser. (CVE-2021-44790)

  - Exploitation of this vulnerability may lead to arbitrary code execution. (CVE-2021-45444)

Note that Nessus has not tested for this issue but has instead relied only on the operating system's self-reported
version number.","Upgrade to macOS 12.4 or later.","https://support.apple.com/en-gb/HT213257","
  Installed version : 12.0.1
  Fixed version     : macOS Monterey 12.4
"
"161410","CVE-2022-26694","9.3","Critical","192.168.1.126","tcp","0","macOS 12.x < 12.4 (HT213257)","The remote host is missing a macOS or Mac OS X security update or supplemental update that fixes multiple
vulnerabilities","The remote host is running a version of macOS / Mac OS X that is 12.x prior to 12.4 Monterey. It is, therefore, 
affected by multiple vulnerabilities :

  - Exploitation of this vulnerability may lead to memory corruption issue. (CVE-2018-25032)

  - A carefully crafted request body can cause a buffer overflow in the mod_lua multipart parser. (CVE-2021-44790)

  - Exploitation of this vulnerability may lead to arbitrary code execution. (CVE-2021-45444)

Note that Nessus has not tested for this issue but has instead relied only on the operating system's self-reported
version number.","Upgrade to macOS 12.4 or later.","https://support.apple.com/en-gb/HT213257","
  Installed version : 12.0.1
  Fixed version     : macOS Monterey 12.4
"
"161410","CVE-2022-26697","9.3","Critical","192.168.1.126","tcp","0","macOS 12.x < 12.4 (HT213257)","The remote host is missing a macOS or Mac OS X security update or supplemental update that fixes multiple
vulnerabilities","The remote host is running a version of macOS / Mac OS X that is 12.x prior to 12.4 Monterey. It is, therefore, 
affected by multiple vulnerabilities :

  - Exploitation of this vulnerability may lead to memory corruption issue. (CVE-2018-25032)

  - A carefully crafted request body can cause a buffer overflow in the mod_lua multipart parser. (CVE-2021-44790)

  - Exploitation of this vulnerability may lead to arbitrary code execution. (CVE-2021-45444)

Note that Nessus has not tested for this issue but has instead relied only on the operating system's self-reported
version number.","Upgrade to macOS 12.4 or later.","https://support.apple.com/en-gb/HT213257","
  Installed version : 12.0.1
  Fixed version     : macOS Monterey 12.4
"
"161410","CVE-2022-26698","9.3","Critical","192.168.1.126","tcp","0","macOS 12.x < 12.4 (HT213257)","The remote host is missing a macOS or Mac OS X security update or supplemental update that fixes multiple
vulnerabilities","The remote host is running a version of macOS / Mac OS X that is 12.x prior to 12.4 Monterey. It is, therefore, 
affected by multiple vulnerabilities :

  - Exploitation of this vulnerability may lead to memory corruption issue. (CVE-2018-25032)

  - A carefully crafted request body can cause a buffer overflow in the mod_lua multipart parser. (CVE-2021-44790)

  - Exploitation of this vulnerability may lead to arbitrary code execution. (CVE-2021-45444)

Note that Nessus has not tested for this issue but has instead relied only on the operating system's self-reported
version number.","Upgrade to macOS 12.4 or later.","https://support.apple.com/en-gb/HT213257","
  Installed version : 12.0.1
  Fixed version     : macOS Monterey 12.4
"
"161410","CVE-2022-26700","9.3","Critical","192.168.1.126","tcp","0","macOS 12.x < 12.4 (HT213257)","The remote host is missing a macOS or Mac OS X security update or supplemental update that fixes multiple
vulnerabilities","The remote host is running a version of macOS / Mac OS X that is 12.x prior to 12.4 Monterey. It is, therefore, 
affected by multiple vulnerabilities :

  - Exploitation of this vulnerability may lead to memory corruption issue. (CVE-2018-25032)

  - A carefully crafted request body can cause a buffer overflow in the mod_lua multipart parser. (CVE-2021-44790)

  - Exploitation of this vulnerability may lead to arbitrary code execution. (CVE-2021-45444)

Note that Nessus has not tested for this issue but has instead relied only on the operating system's self-reported
version number.","Upgrade to macOS 12.4 or later.","https://support.apple.com/en-gb/HT213257","
  Installed version : 12.0.1
  Fixed version     : macOS Monterey 12.4
"
"161410","CVE-2022-26701","9.3","Critical","192.168.1.126","tcp","0","macOS 12.x < 12.4 (HT213257)","The remote host is missing a macOS or Mac OS X security update or supplemental update that fixes multiple
vulnerabilities","The remote host is running a version of macOS / Mac OS X that is 12.x prior to 12.4 Monterey. It is, therefore, 
affected by multiple vulnerabilities :

  - Exploitation of this vulnerability may lead to memory corruption issue. (CVE-2018-25032)

  - A carefully crafted request body can cause a buffer overflow in the mod_lua multipart parser. (CVE-2021-44790)

  - Exploitation of this vulnerability may lead to arbitrary code execution. (CVE-2021-45444)

Note that Nessus has not tested for this issue but has instead relied only on the operating system's self-reported
version number.","Upgrade to macOS 12.4 or later.","https://support.apple.com/en-gb/HT213257","
  Installed version : 12.0.1
  Fixed version     : macOS Monterey 12.4
"
"161410","CVE-2022-26704","9.3","Critical","192.168.1.126","tcp","0","macOS 12.x < 12.4 (HT213257)","The remote host is missing a macOS or Mac OS X security update or supplemental update that fixes multiple
vulnerabilities","The remote host is running a version of macOS / Mac OS X that is 12.x prior to 12.4 Monterey. It is, therefore, 
affected by multiple vulnerabilities :

  - Exploitation of this vulnerability may lead to memory corruption issue. (CVE-2018-25032)

  - A carefully crafted request body can cause a buffer overflow in the mod_lua multipart parser. (CVE-2021-44790)

  - Exploitation of this vulnerability may lead to arbitrary code execution. (CVE-2021-45444)

Note that Nessus has not tested for this issue but has instead relied only on the operating system's self-reported
version number.","Upgrade to macOS 12.4 or later.","https://support.apple.com/en-gb/HT213257","
  Installed version : 12.0.1
  Fixed version     : macOS Monterey 12.4
"
"161410","CVE-2022-26706","9.3","Critical","192.168.1.126","tcp","0","macOS 12.x < 12.4 (HT213257)","The remote host is missing a macOS or Mac OS X security update or supplemental update that fixes multiple
vulnerabilities","The remote host is running a version of macOS / Mac OS X that is 12.x prior to 12.4 Monterey. It is, therefore, 
affected by multiple vulnerabilities :

  - Exploitation of this vulnerability may lead to memory corruption issue. (CVE-2018-25032)

  - A carefully crafted request body can cause a buffer overflow in the mod_lua multipart parser. (CVE-2021-44790)

  - Exploitation of this vulnerability may lead to arbitrary code execution. (CVE-2021-45444)

Note that Nessus has not tested for this issue but has instead relied only on the operating system's self-reported
version number.","Upgrade to macOS 12.4 or later.","https://support.apple.com/en-gb/HT213257","
  Installed version : 12.0.1
  Fixed version     : macOS Monterey 12.4
"
"161410","CVE-2022-26708","9.3","Critical","192.168.1.126","tcp","0","macOS 12.x < 12.4 (HT213257)","The remote host is missing a macOS or Mac OS X security update or supplemental update that fixes multiple
vulnerabilities","The remote host is running a version of macOS / Mac OS X that is 12.x prior to 12.4 Monterey. It is, therefore, 
affected by multiple vulnerabilities :

  - Exploitation of this vulnerability may lead to memory corruption issue. (CVE-2018-25032)

  - A carefully crafted request body can cause a buffer overflow in the mod_lua multipart parser. (CVE-2021-44790)

  - Exploitation of this vulnerability may lead to arbitrary code execution. (CVE-2021-45444)

Note that Nessus has not tested for this issue but has instead relied only on the operating system's self-reported
version number.","Upgrade to macOS 12.4 or later.","https://support.apple.com/en-gb/HT213257","
  Installed version : 12.0.1
  Fixed version     : macOS Monterey 12.4
"
"161410","CVE-2022-26709","9.3","Critical","192.168.1.126","tcp","0","macOS 12.x < 12.4 (HT213257)","The remote host is missing a macOS or Mac OS X security update or supplemental update that fixes multiple
vulnerabilities","The remote host is running a version of macOS / Mac OS X that is 12.x prior to 12.4 Monterey. It is, therefore, 
affected by multiple vulnerabilities :

  - Exploitation of this vulnerability may lead to memory corruption issue. (CVE-2018-25032)

  - A carefully crafted request body can cause a buffer overflow in the mod_lua multipart parser. (CVE-2021-44790)

  - Exploitation of this vulnerability may lead to arbitrary code execution. (CVE-2021-45444)

Note that Nessus has not tested for this issue but has instead relied only on the operating system's self-reported
version number.","Upgrade to macOS 12.4 or later.","https://support.apple.com/en-gb/HT213257","
  Installed version : 12.0.1
  Fixed version     : macOS Monterey 12.4
"
"161410","CVE-2022-26710","9.3","Critical","192.168.1.126","tcp","0","macOS 12.x < 12.4 (HT213257)","The remote host is missing a macOS or Mac OS X security update or supplemental update that fixes multiple
vulnerabilities","The remote host is running a version of macOS / Mac OS X that is 12.x prior to 12.4 Monterey. It is, therefore, 
affected by multiple vulnerabilities :

  - Exploitation of this vulnerability may lead to memory corruption issue. (CVE-2018-25032)

  - A carefully crafted request body can cause a buffer overflow in the mod_lua multipart parser. (CVE-2021-44790)

  - Exploitation of this vulnerability may lead to arbitrary code execution. (CVE-2021-45444)

Note that Nessus has not tested for this issue but has instead relied only on the operating system's self-reported
version number.","Upgrade to macOS 12.4 or later.","https://support.apple.com/en-gb/HT213257","
  Installed version : 12.0.1
  Fixed version     : macOS Monterey 12.4
"
"161410","CVE-2022-26711","9.3","Critical","192.168.1.126","tcp","0","macOS 12.x < 12.4 (HT213257)","The remote host is missing a macOS or Mac OS X security update or supplemental update that fixes multiple
vulnerabilities","The remote host is running a version of macOS / Mac OS X that is 12.x prior to 12.4 Monterey. It is, therefore, 
affected by multiple vulnerabilities :

  - Exploitation of this vulnerability may lead to memory corruption issue. (CVE-2018-25032)

  - A carefully crafted request body can cause a buffer overflow in the mod_lua multipart parser. (CVE-2021-44790)

  - Exploitation of this vulnerability may lead to arbitrary code execution. (CVE-2021-45444)

Note that Nessus has not tested for this issue but has instead relied only on the operating system's self-reported
version number.","Upgrade to macOS 12.4 or later.","https://support.apple.com/en-gb/HT213257","
  Installed version : 12.0.1
  Fixed version     : macOS Monterey 12.4
"
"161410","CVE-2022-26712","9.3","Critical","192.168.1.126","tcp","0","macOS 12.x < 12.4 (HT213257)","The remote host is missing a macOS or Mac OS X security update or supplemental update that fixes multiple
vulnerabilities","The remote host is running a version of macOS / Mac OS X that is 12.x prior to 12.4 Monterey. It is, therefore, 
affected by multiple vulnerabilities :

  - Exploitation of this vulnerability may lead to memory corruption issue. (CVE-2018-25032)

  - A carefully crafted request body can cause a buffer overflow in the mod_lua multipart parser. (CVE-2021-44790)

  - Exploitation of this vulnerability may lead to arbitrary code execution. (CVE-2021-45444)

Note that Nessus has not tested for this issue but has instead relied only on the operating system's self-reported
version number.","Upgrade to macOS 12.4 or later.","https://support.apple.com/en-gb/HT213257","
  Installed version : 12.0.1
  Fixed version     : macOS Monterey 12.4
"
"161410","CVE-2022-26714","9.3","Critical","192.168.1.126","tcp","0","macOS 12.x < 12.4 (HT213257)","The remote host is missing a macOS or Mac OS X security update or supplemental update that fixes multiple
vulnerabilities","The remote host is running a version of macOS / Mac OS X that is 12.x prior to 12.4 Monterey. It is, therefore, 
affected by multiple vulnerabilities :

  - Exploitation of this vulnerability may lead to memory corruption issue. (CVE-2018-25032)

  - A carefully crafted request body can cause a buffer overflow in the mod_lua multipart parser. (CVE-2021-44790)

  - Exploitation of this vulnerability may lead to arbitrary code execution. (CVE-2021-45444)

Note that Nessus has not tested for this issue but has instead relied only on the operating system's self-reported
version number.","Upgrade to macOS 12.4 or later.","https://support.apple.com/en-gb/HT213257","
  Installed version : 12.0.1
  Fixed version     : macOS Monterey 12.4
"
"161410","CVE-2022-26715","9.3","Critical","192.168.1.126","tcp","0","macOS 12.x < 12.4 (HT213257)","The remote host is missing a macOS or Mac OS X security update or supplemental update that fixes multiple
vulnerabilities","The remote host is running a version of macOS / Mac OS X that is 12.x prior to 12.4 Monterey. It is, therefore, 
affected by multiple vulnerabilities :

  - Exploitation of this vulnerability may lead to memory corruption issue. (CVE-2018-25032)

  - A carefully crafted request body can cause a buffer overflow in the mod_lua multipart parser. (CVE-2021-44790)

  - Exploitation of this vulnerability may lead to arbitrary code execution. (CVE-2021-45444)

Note that Nessus has not tested for this issue but has instead relied only on the operating system's self-reported
version number.","Upgrade to macOS 12.4 or later.","https://support.apple.com/en-gb/HT213257","
  Installed version : 12.0.1
  Fixed version     : macOS Monterey 12.4
"
"161410","CVE-2022-26716","9.3","Critical","192.168.1.126","tcp","0","macOS 12.x < 12.4 (HT213257)","The remote host is missing a macOS or Mac OS X security update or supplemental update that fixes multiple
vulnerabilities","The remote host is running a version of macOS / Mac OS X that is 12.x prior to 12.4 Monterey. It is, therefore, 
affected by multiple vulnerabilities :

  - Exploitation of this vulnerability may lead to memory corruption issue. (CVE-2018-25032)

  - A carefully crafted request body can cause a buffer overflow in the mod_lua multipart parser. (CVE-2021-44790)

  - Exploitation of this vulnerability may lead to arbitrary code execution. (CVE-2021-45444)

Note that Nessus has not tested for this issue but has instead relied only on the operating system's self-reported
version number.","Upgrade to macOS 12.4 or later.","https://support.apple.com/en-gb/HT213257","
  Installed version : 12.0.1
  Fixed version     : macOS Monterey 12.4
"
"161410","CVE-2022-26717","9.3","Critical","192.168.1.126","tcp","0","macOS 12.x < 12.4 (HT213257)","The remote host is missing a macOS or Mac OS X security update or supplemental update that fixes multiple
vulnerabilities","The remote host is running a version of macOS / Mac OS X that is 12.x prior to 12.4 Monterey. It is, therefore, 
affected by multiple vulnerabilities :

  - Exploitation of this vulnerability may lead to memory corruption issue. (CVE-2018-25032)

  - A carefully crafted request body can cause a buffer overflow in the mod_lua multipart parser. (CVE-2021-44790)

  - Exploitation of this vulnerability may lead to arbitrary code execution. (CVE-2021-45444)

Note that Nessus has not tested for this issue but has instead relied only on the operating system's self-reported
version number.","Upgrade to macOS 12.4 or later.","https://support.apple.com/en-gb/HT213257","
  Installed version : 12.0.1
  Fixed version     : macOS Monterey 12.4
"
"161410","CVE-2022-26718","9.3","Critical","192.168.1.126","tcp","0","macOS 12.x < 12.4 (HT213257)","The remote host is missing a macOS or Mac OS X security update or supplemental update that fixes multiple
vulnerabilities","The remote host is running a version of macOS / Mac OS X that is 12.x prior to 12.4 Monterey. It is, therefore, 
affected by multiple vulnerabilities :

  - Exploitation of this vulnerability may lead to memory corruption issue. (CVE-2018-25032)

  - A carefully crafted request body can cause a buffer overflow in the mod_lua multipart parser. (CVE-2021-44790)

  - Exploitation of this vulnerability may lead to arbitrary code execution. (CVE-2021-45444)

Note that Nessus has not tested for this issue but has instead relied only on the operating system's self-reported
version number.","Upgrade to macOS 12.4 or later.","https://support.apple.com/en-gb/HT213257","
  Installed version : 12.0.1
  Fixed version     : macOS Monterey 12.4
"
"161410","CVE-2022-26719","9.3","Critical","192.168.1.126","tcp","0","macOS 12.x < 12.4 (HT213257)","The remote host is missing a macOS or Mac OS X security update or supplemental update that fixes multiple
vulnerabilities","The remote host is running a version of macOS / Mac OS X that is 12.x prior to 12.4 Monterey. It is, therefore, 
affected by multiple vulnerabilities :

  - Exploitation of this vulnerability may lead to memory corruption issue. (CVE-2018-25032)

  - A carefully crafted request body can cause a buffer overflow in the mod_lua multipart parser. (CVE-2021-44790)

  - Exploitation of this vulnerability may lead to arbitrary code execution. (CVE-2021-45444)

Note that Nessus has not tested for this issue but has instead relied only on the operating system's self-reported
version number.","Upgrade to macOS 12.4 or later.","https://support.apple.com/en-gb/HT213257","
  Installed version : 12.0.1
  Fixed version     : macOS Monterey 12.4
"
"161410","CVE-2022-26720","9.3","Critical","192.168.1.126","tcp","0","macOS 12.x < 12.4 (HT213257)","The remote host is missing a macOS or Mac OS X security update or supplemental update that fixes multiple
vulnerabilities","The remote host is running a version of macOS / Mac OS X that is 12.x prior to 12.4 Monterey. It is, therefore, 
affected by multiple vulnerabilities :

  - Exploitation of this vulnerability may lead to memory corruption issue. (CVE-2018-25032)

  - A carefully crafted request body can cause a buffer overflow in the mod_lua multipart parser. (CVE-2021-44790)

  - Exploitation of this vulnerability may lead to arbitrary code execution. (CVE-2021-45444)

Note that Nessus has not tested for this issue but has instead relied only on the operating system's self-reported
version number.","Upgrade to macOS 12.4 or later.","https://support.apple.com/en-gb/HT213257","
  Installed version : 12.0.1
  Fixed version     : macOS Monterey 12.4
"
